FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
19,,1919,Person,1919-19,81.8,linens,,20070517130612,19190521,digitised,JA70003000,,1688575,818921.7235,4072.4735,,
19,,1919,Person,1919-19,122.4,linens,,20070517130616,19190522,digitised,JA70003000,,1688576,1224776.6995,5693.3651,,
192,,1919,Person,1919-192,125.5,linens,,20070517130613,19190709,digitised,JA70003000,,1688577,1255855.765,4339.017400000001,,
192,,1919,Person,1919-192,155.1,linens,,20070517130625,19190709,assumed_shape,JA70003000,,1688578,1551920.7363,6757.0960000000005,,
194,,1919,Person,1919-194,131.8,linens,,20070517130625,19190711,assumed_shape,JA70003000,,1688579,1318459.7023,4932.8602,,
197,,1919,Person,1919-197,57.4,linens,,20070517130623,19190727,assumed_shape,JA70003000,,1688580,574961.2519,3059.404,,
2,,1919,Person,1919-2,64.9,linens,,20070517130625,19190607,assumed_shape,JA70003000,,1688581,649573.0473,5134.5643,,
20,,1919,Person,1919-20,99.4,linens,,20070517130616,19190528,digitised,JA70003000,,1688582,994508.2997,3670.4636,,
20,,1919,Person,1919-20,151.4,linens,,20070517130622,19190621,digitised,JA70003000,,1688583,1514709.2783,5258.1447,,
201,,1919,Person,1919-201,326.1,linens,,20070517130623,19190727,assumed_shape,JA70003000,,1688584,3261631.0452,7342.751,,
21,,1919,Person,1919-21,90.8,linens,,20070517130621,19190622,digitised,JA70003000,,1688585,908970.9921,5282.2959,,
212,,1919,Person,1919-212,138,linens,,20070517130612,19190808,digitised,JA70003000,,1688586,1380510.1089,5600.285,,
215,,1919,Person,1919-215,53.2,linens,,20070517130613,19190810,digitised,JA70003000,,1688587,532794.9575,3488.2858,,
22,,1919,Person,1919-22,184.3,linens,,20070517130619,19190513,digitised,JA70003000,,1688588,1843471.7347,6428.6471,,
22,,1919,Person,1919-22,128.5,linens,,20070517130622,19190619,digitised,JA70003000,,1688589,1285600.1824,4593.2741000000005,,
239,,1919,Person,1919-239,118.60000000000001,linens,,20070517130626,19190822,assumed_shape,JA70003000,,1688590,1186445.6531,4471.8641,,
24,,1919,Person,1919-24,198.9,linens,,20070517130618,19190418,digitised,JA70003000,,1688591,1989055.9027,10458.9134,,
242,,1919,Person,1919-242,51,linens,,20070517130624,19190716,assumed_shape,JA70003000,,1688592,510440.5721,3145.3868,,
245,,1919,Person,1919-245,59.800000000000004,linens,,20070517130623,19190828,assumed_shape,JA70003000,,1688593,598055.8125,3076.0317,,
254a,,1919,Person,1919-254a,21.900000000000002,linens,,20070517130613,19190728,digitised,JA70003000,,1688594,219173.4518,1817.1527,,
25c,,1919,Person,1919-25c,131.7,linens,,20070517130617,19190525,digitised,JA70003000,,1688595,1317072.1771,4430.6338000000005,,
268,,1919,Person,1919-268,10.4,linens,,20070517130613,19190823,digitised,JA70003000,,1688596,104252.98819999999,1240.4514000000001,,
27,,1919,Person,1919-27,716.1,linens,,20070517130616,19190606,digitised,JA70003000,,1688597,7161460.2567,11619.4899,,
27,,1919,Person,1919-27,173.20000000000002,linens,,20070517130616,19190606,digitised,JA70003000,,1688598,1732821.0039,7310.4197,,
27,,1919,Person,1919-27,610.5,linens,,20070517130649,19190721,assumed_shape,JA70003000,,1688599,6105724.9638,13443.9693,,
29a,,1917,Person,1917-29a,368.7,linens,,20070517130619,19170721,digitised,JA70003000,,1688527,3687044.3812,11885.5132,,
3,,1918,Person,1918-3,87.60000000000001,linens,,20070517130618,19180509,digitised,JA70003000,,1688528,876990.8126,4242.3611,,
367a,,1918,Person,1918-367a,69.2,linens,,20070517130624,19180628,assumed_shape,JA70003000,,1688529,692053.0258,3489.4806000000003,,
398,,1918,Person,1918-398,64.7,linens,,20070517130613,19180923,digitised,JA70003000,,1688530,647224.931,5795.888,,
1,,1919,Person,1919-1,41.800000000000004,linens,,20070517130616,19190426,digitised,JA70003000,,1688531,418278.4296,2904.871,,
1,,1919,Person,1919-1,177.6,linens,,20070517130618,19190605,digitised,JA70003000,,1688532,1776136.0076,9225.8502,,
10,,1919,Person,1919-10,100.5,linens,,20070517130619,19190522,digitised,JA70003000,,1688533,1005611.5434,4100.3285000000005,,
100,,1919,Person,1919-100,30.5,linens,,20070517130610,19190726,digitised,JA70003000,,1688534,305258.4195,2233.9435000000003,,
102,,1919,Lightning,1919-102,872.2,linens,,20070517130614,19190818,digitised,JA70003000,,1688535,8722849.8376,15326.2936,,
105,,1919,Person,1919-105,121.7,linens,,20070517130620,19190730,digitised,JA70003000,,1688536,1217534.1867,5034.5335000000005,,
106,,1919,Lightning,1919-106,760.3000000000001,linens,,20070517130623,19190731,assumed_shape,JA70003000,,1688537,7603030.4259,12007.9969,,
106a,,1919,Person,1919-106a,1499.4,linens,,20070517130616,19190827,digitised,JA70003000,,1688538,14994051.8996,18638.135000000002,,
107,,1919,Lightning,1919-107,597.8000000000001,linens,,20070517130622,19190816,digitised,JA70003000,,1688539,5978017.4502,11378.2063,,
109,,1919,Lightning,1919-109,55.6,linens,,20070517130625,19190908,assumed_shape,JA70003000,,1688540,556818.5386,2712.1349,,
11,,1919,Person,1919-11,67.6,linens,,20070517130616,19190617,digitised,JA70003000,,1688541,676084.7833,3021.7439,,
110,,1919,Person,1919-110,659.4,linens,,20070517130621,19190818,digitised,JA70003000,,1688542,6594343.9188,12552.2741,,
110a,,1919,Lightning,1919-110a,3787.2000000000003,linens,,20070517130623,19190720,digitised,JA70003000,,1688543,37872666.0434,25660.314,,
111,,1919,Person,1919-111,87.8,linens,,20070517130624,19190726,assumed_shape,JA70003000,,1688544,878458.5986,4407.0809,,
112,,1919,Person,1919-112,149,linens,,20070517130624,19190717,assumed_shape,JA70003000,,1688545,1490265.2083,5078.2245,,
113,,1919,Person,1919-113,116.4,linens,,20070517130621,19190720,digitised,JA70003000,,1688546,1164519.8902,4329.6686,,
114,,1919,Lightning,1919-114,214.9,linens,,20070517130621,19190716,digitised,JA70003000,,1688547,2149865.1069,5694.7288,,
114,,1919,Person,1919-114,718.7,linens,,20070517130622,19190923,digitised,JA70003000,,1688548,7187146.5706,12383.3801,,
118,,1919,Person,1919-118,71.7,linens,,20070517130624,19190715,assumed_shape,JA70003000,,1688549,717455.9864,3549.4426000000003,,
119,,1919,Person,1919-119,162.70000000000002,linens,,20070517130621,19191007,digitised,JA70003000,,1688550,1627569.4924,6136.542,,
12,,1919,Person,1919-12,52.7,linens,,20070517130611,19190619,digitised,JA70003000,,1688551,527401.5003,2768.0699,,
122,,1919,Person,1919-122,1336.5,linens,,20070517130622,19190830,digitised,JA70003000,,1688552,13365385.91,15084.4968,,
123,,1919,Person,1919-123,124.3,linens,,20070517130619,19190719,digitised,JA70003000,,1688553,1243627.5987,4621.034000000001,,
125,,1919,Person,1919-125,507.1,linens,,20070517130626,19190716,assumed_shape,JA70003000,,1688554,5071639.3286,8383.0748,,
126,,1919,Person,1919-126,167.5,linens,,20070517130623,19190728,assumed_shape,JA70003000,,1688555,1675898.2454,6010.4312,,
129,,1919,Person,1919-129,66.9,linens,,20070517130619,19190815,digitised,JA70003000,,1688556,669224.3458,3118.7630000000004,,
13,,1919,Lightning,1919-13,130.6,linens,,20070517130616,19190517,digitised,JA70003000,,1688557,1306160.0866,4861.260200000001,,
131z,,1919,Person,1919-131z,53.2,linens,,20070517130612,19190723,digitised,JA70003000,,1688558,532752.5977,2845.7053,,
134,,1919,Lightning,1919-134,253.1,linens,,20070517130619,19190820,digitised,JA70003000,,1688559,2531026.6325,7891.062900000001,,
136,,1919,Person,1919-136,494.7,linens,,20070517130624,19190715,assumed_shape,JA70003000,,1688560,4947756.1847,14072.1513,,
14,,1919,Lightning,1919-14,119.60000000000001,linens,,20070517130620,19190607,digitised,JA70003000,,1688561,1196460.5333,4422.9076000000005,,
141,,1919,Lightning,1919-141,76.8,linens,,20070517130610,19190825,digitised,JA70003000,,1688562,768879.005,3621.5547,,
142,,1919,Person,1919-142,105.10000000000001,linens,,20070517130619,19190827,digitised,JA70003000,,1688563,1051974.9549,4724.1969,,
143,,1919,Person,1919-143,85,linens,,20070517130619,19190820,digitised,JA70003000,,1688564,850655.9971,3599.8998,,
147,,1919,Person,1919-147,54.2,linens,,20070517130619,19190828,digitised,JA70003000,,1688565,542858.9842,3079.8497,,
149,,1919,Person,1919-149,18.7,linens,,20070517130619,19190824,digitised,JA70003000,,1688566,187126.2938,1874.5886,,
150,,1919,Lightning,1919-150,2250.8,linens,,20070517130620,19190823,digitised,JA70003000,,1688567,22508783.6144,19904.8171,,
151,,1919,Lightning,1919-151,135.3,linens,,20070517130621,19190819,digitised,JA70003000,,1688568,1353744.5622,5451.1374000000005,,
155,,1919,Lightning,1919-155,88,linens,,20070517130620,19190819,digitised,JA70003000,,1688569,880755.4199,4176.7932,,
160,,1919,Person,1919-160,638.7,linens,,20070517130620,19190814,digitised,JA70003000,,1688570,6387043.1976,10479.7841,,
161a,,1919,Lightning,1919-161a,18.400000000000002,linens,,20070517130610,19190801,digitised,JA70003000,,1688571,184626.1732,1720.8405,,
169,,1919,Lightning,1919-169,1336.4,linens,,20070517130619,19190817,digitised,JA70003000,,1688572,13364561.6175,18181.228600000002,,
181,,1919,Person,1919-181,76.3,linens,,20070517130613,19190713,digitised,JA70003000,,1688573,763702.9305,4318.7796,,
188,,1919,Person,1919-188,44.7,linens,,20070517130622,19190929,assumed_shape,JA70003000,,1688574,447715.8878,2443.9708,,
32,,1919,Person,1919-32,1624.3,linens,,20070517130622,19190620,digitised,JA70003000,,1688611,16243645.875,17763.6245,,
327,,1919,Person,1919-327,359.40000000000003,linens,,20070517130613,19190826,digitised,JA70003000,,1688612,3594506.6196,7973.8157,,
328,,1919,Person,1919-328,185.8,linens,,20070517130613,19190828,digitised,JA70003000,,1688613,1858633.5472,6058.8665,,
329,,1919,Person,1919-329,169.70000000000002,linens,,20070517130624,19190820,assumed_shape,JA70003000,,1688614,1697993.3222,5445.319100000001,,
330,,1919,Person,1919-330,29.6,linens,,20070517130624,19190818,assumed_shape,JA70003000,,1688615,296635.8407,2531.8417,,
34,,1919,Person,1919-34,2943.6,linens,,20070517130619,19190617,digitised,JA70003000,,1688616,29436326.905,26879.7166,,
342,,1919,Person,1919-342,99.60000000000001,linens,,20070517130624,19190811,digitised,JA70003000,,1688617,996494.3338,3606.2319,,
346,,1919,Person,1919-346,40.1,linens,,20070517130624,19190827,assumed_shape,JA70003000,,1688618,401937.2229,3701.1512000000002,,
347,,1919,Person,1919-347,61.9,linens,,20070517130612,19190828,digitised,JA70003000,,1688619,619053.0496,3078.2621000000004,,
348,,1919,Person,1919-348,126.60000000000001,linens,,20070517130612,19190722,digitised,JA70003000,,1688620,1266533.2502,4509.2985,,
352,,1919,Person,1919-352,687.5,linens,,20070517130624,19190818,assumed_shape,JA70003000,,1688621,6875069.107,11582.6866,,
35b,,1919,Person,1919-35b,182.20000000000002,linens,,20070517130611,19190803,digitised,JA70003000,,1688622,1822367.7259,5794.6742,,
361,,1919,Person,1919-361,218.5,linens,,20070517130649,19190919,assumed_shape,JA70003000,,1688623,2185320.4649,9931.4396,,
363,,1919,Person,1919-363,207.9,linens,,20070517130612,19190831,digitised,JA70003000,,1688624,2079503.6159,6665.8379,,
365,,1919,Person,1919-365,36.4,linens,,20070517130623,19190808,assumed_shape,JA70003000,,1688625,364191.5247,2258.3996,,
366,,1919,Person,1919-366,22.900000000000002,linens,,20070517130623,19190818,assumed_shape,JA70003000,,1688626,229403.5743,1820.1159,,
367,,1919,Person,1919-367,15.3,linens,,20070517130613,19190725,digitised,JA70003000,,1688627,153352.8135,1535.9711,,
4,,1919,Person,1919-4,33.1,linens,,20070517130616,19190505,digitised,JA70003000,,1688634,331368.4865,2434.493,,
4,,1919,Person,1919-4,16.8,linens,,20070517130625,19190613,assumed_shape,JA70003000,,1688635,168314.1459,2056.3746,,
406,,1919,Person,1919-406,108.60000000000001,linens,,20070517130624,19190926,assumed_shape,JA70003000,,1688636,1086205.6288,4490.221100000001,,
409a,,1919,Person,1919-409a,512.7,linens,,20070517130626,19190903,assumed_shape,JA70003000,,1688637,5127346.9903,11954.4229,,
41,,1919,Person,1919-41,320.1,linens,,20070517130623,19190622,assumed_shape,JA70003000,,1688638,3201691.3762,8702.31,,
41,,1919,Person,1919-41,14,linens,,20070517130623,19190706,digitised,JA70003000,,1688639,140188.4435,1784.3589000000002,,
41,,1919,Person,1919-41,74.8,linens,,20070517130623,19190608,assumed_shape,JA70003000,,1688640,748149.3792,3724.9769,,
376,,1919,Person,1919-376,698.6,linens,,20070517130614,19190802,digitised,JA70003000,,1688628,6986889.6731,12378.0981,,
38,,1919,Person,1919-38,22.1,linens,,20070517130621,19190710,digitised,JA70003000,,1688629,221278.0954,2023.8374000000001,,
386a,,1919,Person,1919-386a,49.5,linens,,20070517130624,19190725,assumed_shape,JA70003000,,1688630,495225.478,3240.9008000000003,,
39,,1919,Lightning,1919-39,104.8,linens,,20070517130621,19190713,assumed_shape,JA70003000,,1688631,1048946.5129,4182.188,,
397,,1919,Person,1919-397,1330.3,linens,,20070517130624,19190902,assumed_shape,JA70003000,,1688632,13303650.2201,15896.1292,,
399,,1919,Person,1919-399,50.1,linens,,20070517130612,19190812,digitised,JA70003000,,1688633,501258.4332,2922.3956000000003,,
28,,1919,Person,1919-28,42.800000000000004,linens,,20070517130611,19190720,digitised,JA70003000,,1688600,428611.8877,2553.5411,,
28,,1919,Person,1919-28,74.3,linens,,20070517130618,19190811,digitised,JA70003000,,1688601,743580.1948,4957.93,,
28,,1919,Person,1919-28,170.4,linens,,20070517130620,19190618,digitised,JA70003000,,1688602,1704184.0946,5773.2495,,
29,,1919,Person,1919-29,1538.3,linens,,20070517130648,19190607,digitised,JA70003000,,1688603,15383931.179,15845.664400000001,,
296,,1919,Person,1919-296,25.3,linens,,20070517130623,19190820,assumed_shape,JA70003000,,1688604,253512.3878,1848.3361,,
30,,1919,Person,1919-30,100.3,linens,,20070517130611,19190716,digitised,JA70003000,,1688605,1003975.5812,3864.6133,,
30,,1919,Person,1919-30,612.7,linens,,20070517130621,19190620,digitised,JA70003000,,1688606,6127565.0984,13639.353500000001,,
300,,1919,Person,1919-300,30.400000000000002,linens,,20070517130622,19190720,digitised,JA70003000,,1688607,304415.4269,2499.2462,,
304,,1919,Person,1919-304,371.6,linens,,20070517130624,19190830,assumed_shape,JA70003000,,1688608,3716921.8272,7854.002600000001,,
306a,,1919,Person,1919-306a,75.4,linens,,20070517130624,19190815,assumed_shape,JA70003000,,1688609,754573.4096,3565.1161,,
317,,1919,Person,1919-317,45.800000000000004,linens,,20070517130612,19190808,digitised,JA70003000,,1688610,458458.52760000003,2883.599,,
43,,1919,Person,1919-43,169.8,linens,,20070517130621,19190722,digitised,JA70003000,,1688654,1697996.7838,6359.6917,,
432a,,1919,Person,1919-432a,112.7,linens,,20070517130626,19190817,assumed_shape,JA70003000,,1688655,1127537.6246,3768.9698000000003,,
44,,1919,Person,1919-44,3367.3,linens,,20070517130621,19190715,digitised,JA70003000,,1688656,33673049.2871,26234.2264,,
446,,1919,Person,1919-446,514.9,linens,,20070517130613,19190801,digitised,JA70003000,,1688657,5149338.3387,9748.677800000001,,
447,,1919,Person,1919-447,1165.7,linens,,20070517130612,19190827,digitised,JA70003000,,1688658,11657038.0412,18457.7535,,
447,,1919,Person,1919-447,97.10000000000001,linens,,20070517130612,19190827,digitised,JA70003000,,1688659,971091.5334,4301.3709,,
45,,1919,Person,1919-45,51.4,linens,,20070517130623,19190702,assumed_shape,JA70003000,,1688660,514131.8402,3181.2692,,
45,,1919,Person,1919-45,920.6,linens,,20070517130625,19190715,assumed_shape,JA70003000,,1688661,9206768.8588,16238.376400000001,,
45,,1919,Person,1919-45,1578.7,linens,,20070517130648,19190618,digitised,JA70003000,,1688662,15787283.3072,20084.6237,,
450,,1919,Person,1919-450,14.6,linens,,20070517130622,19190927,digitised,JA70003000,,1688663,146711.3075,1489.5028,,
456,,1919,Person,1919-456,122.5,linens,,20070517130613,19190928,digitised,JA70003000,,1688664,1225768.2648,5191.0458,,
458,,1919,Person,1919-458,80.3,linens,,20070517130612,19190927,digitised,JA70003000,,1688665,803843.5087,3890.9717,,
46,,1919,Lightning,1919-46,1504.8,linens,,20070517130649,19190730,digitised,JA70003000,,1688666,15048638.8707,20199.3661,,
463,,1919,Person,1919-463,1181.4,linens,,20070517130624,19190902,assumed_shape,JA70003000,,1688667,11814649.5402,15540.7227,,
467,,1919,Person,1919-467,82.2,linens,,20070517130614,19190828,digitised,JA70003000,,1688668,822615.1339,3556.0687000000003,,
46b,,1919,Person,1919-46b,25.6,linens,,20070517130622,19190711,digitised,JA70003000,,1688669,256326.6855,2085.3644,,
47,,1919,Person,1919-47,89.60000000000001,linens,,20070517130616,19190720,digitised,JA70003000,,1688670,896418.476,3907.2917,,
475,,1919,Person,1919-475,19.8,linens,,20070517130622,19190915,digitised,JA70003000,,1688671,198125.0333,1688.7088,,
475,,1919,Person,1919-475,24.1,linens,,20070517130625,19190915,assumed_shape,JA70003000,,1688672,241535.247,1744.4053000000001,,
47a,,1919,Person,1919-47a,88.60000000000001,linens,,20070517130621,19190727,digitised,JA70003000,,1688673,886080.3756,3854.3492,,
48,,1919,Lightning,1919-48,503.5,linens,,20070517130625,19190812,assumed_shape,JA70003000,,1688674,5035009.8411,8739.1108,,
48,,1919,Person,1919-48,4900.2,linens,,20070517130648,19190713,digitised,JA70003000,,1688675,49002683.3293,51466.3938,,
48,,1919,Lightning,1919-48,11168,linens,,20070517130649,19190722,digitised,JA70003000,,1688676,111680183.7489,55184.4415,,
483,,1919,Person,1919-483,1997.8,linens,,20070517130612,19190915,digitised,JA70003000,,1688677,19978902.9665,25981.0454,,
484,,1919,Person,1919-484,1671.7,linens,,20070517130648,19190926,digitised,JA70003000,,1688678,16717247.3201,33887.2936,,
485,,1919,Person,1919-485,871,linens,,20070517130612,19190926,digitised,JA70003000,,1688679,8710817.8666,15918.2229,,
486,,1919,Person,1919-486,778.1,linens,,20070517130623,19190525,assumed_shape,JA70003000,,1688680,7781564.6273,20330.0305,,
414b,,1919,Person,1919-414b,205.5,linens,,20070517130624,19190928,assumed_shape,JA70003000,,1688641,2055696.9883,5555.657700000001,,
418,,1919,Person,1919-418,1150.8,linens,,20070517130649,19190920,assumed_shape,JA70003000,,1688642,11508663.837,18988.792699999998,,
422,,1919,Person,1919-422,823.1,linens,,20070517130612,19190919,digitised,JA70003000,,1688643,8231774.3106,17773.4491,,
422,,1919,Person,1919-422,775.5,linens,,20070517130612,19190919,digitised,JA70003000,,1688644,7755227.4208,15364.1998,,
422,,1919,Person,1919-422,168.8,linens,,20070517130612,19190919,digitised,JA70003000,,1688645,1688925.1103,5641.5239,,
422,,1919,Person,1919-422,17.900000000000002,linens,,20070517130612,19190919,digitised,JA70003000,,1688646,179915.7238,1605.0535,,
422,,1919,Person,1919-422,1328,linens,,20070517130612,19190919,digitised,JA70003000,,1688647,13280189.8372,16998.5103,,
422,,1919,Person,1919-422,89.2,linens,,20070517130613,19190819,digitised,JA70003000,,1688648,892071.2204,4709.9386,,
422,,1919,Person,1919-422,284.8,linens,,20070517130613,19190819,digitised,JA70003000,,1688649,2848920.3703,7688.2923,,
422,,1919,Person,1919-422,16,linens,,20070517130613,19190819,digitised,JA70003000,,1688650,160006.516,1675.1046000000001,,
426,,1919,Person,1919-426,97.3,linens,,20070517130612,19190921,digitised,JA70003000,,1688651,973347.9373,5633.026,,
429a,,1919,Person,1919-429a,141.3,linens,,20070517130626,19190917,assumed_shape,JA70003000,,1688652,1413671.5988,4359.4538,,
43,,1919,Person,1919-43,41.800000000000004,linens,,20070517130610,19190715,digitised,JA70003000,,1688653,418153.8773,2518.8295000000003,,
51,,1919,Lightning,1919-51,687.1,linens,,20070517130622,19190816,digitised,JA70003000,,1688691,6871249.3238,10105.976,,
510,,1919,Person,1919-510,60.9,linens,,20070517130612,19190924,digitised,JA70003000,,1688692,609003.0654,3898.3101,,
511,,1919,Person,1919-511,111.5,linens,,20070517130612,19190922,digitised,JA70003000,,1688693,1115371.1885,4646.5512,,
52,,1919,Lightning,1919-52,306.5,linens,,20070517130611,19190819,digitised,JA70003000,,1688694,3065452.3432,6580.668900000001,,
529,,1919,Person,1919-529,318.7,linens,,20070517130626,19190812,assumed_shape,JA70003000,,1688695,3187397.292,7518.013800000001,,
52b,,1919,Person,1919-52b,50,linens,,20070517130624,19190621,assumed_shape,JA70003000,,1688696,500662.5947,3041.7255,,
53,,1919,Person,1919-53,465.7,linens,,20070517130611,19190825,digitised,JA70003000,,1688697,4657416.921,8149.3467,,
532,,1919,Person,1919-532,58.9,linens,,20070517130624,19190927,assumed_shape,JA70003000,,1688698,589354.3683,4025.0917000000004,,
533,,1919,Person,1919-533,37.800000000000004,linens,,20070517130613,19190823,digitised,JA70003000,,1688699,378195.3368,3711.5247000000004,,
54,,1919,Person,1919-54,841.4,linens,,20070517130622,19190720,digitised,JA70003000,,1688700,8414858.1209,13571.7472,,
540,,1919,Person,1919-540,314.1,linens,,20070517130614,19190811,digitised,JA70003000,,1688701,3141628.4706,10885.832,,
544,,1919,Person,1919-544,43,linens,,20070517130623,19190925,assumed_shape,JA70003000,,1688702,430476.2966,2333.7503,,
547,,1919,Person,1919-547,211.3,linens,,20070517130613,19190920,digitised,JA70003000,,1688703,2113612.5313,5783.044400000001,,
55,,1919,Person,1919-55,2818.7000000000003,linens,,20070517130648,19190611,digitised,JA70003000,,1688704,28187047.7619,24849.3697,,
58,,1919,Lightning,1919-58,1595.1000000000001,linens,,20070517130622,19190819,digitised,JA70003000,,1688713,15951876.0457,16185.789400000001,,
58,,1919,Person,1919-58,103.2,linens,,20070517130624,19190708,assumed_shape,JA70003000,,1688714,1032889.6498,4297.5047,,
58,,1919,Person,1919-58,2588.6,linens,,20070517130649,19190721,digitised,JA70003000,,1688715,25886457.5927,24221.5577,,
59,,1919,Lightning,1919-59,3183.8,linens,,20070517130618,19190725,digitised,JA70003000,,1688716,31838062.5317,32479.3835,,
59,,1919,Person,1919-59,38.5,linens,,20070517130619,19190716,digitised,JA70003000,,1688717,385698.793,2327.3295000000003,,
553,,1919,Person,1919-553,58.5,linens,,20070517130612,19190910,digitised,JA70003000,,1688705,585842.4507,3810.7176000000004,,
55a,,1919,Person,1919-55a,1752.2,linens,,20070517130622,19190715,digitised,JA70003000,,1688706,17522290.1421,23912.2789,,
56,,1919,Person,1919-56,109.60000000000001,linens,,20070517130620,19190828,digitised,JA70003000,,1688707,1096021.9905,4374.2978,,
56a,,1919,Person,1919-56a,39.5,linens,,20070517130610,19190709,digitised,JA70003000,,1688708,395674.4578,2658.1923,,
57,,1919,Person,1919-57,28,linens,,20070517130612,19190709,digitised,JA70003000,,1688709,280178.8826,2021.2964000000002,,
57,,1919,Person,1919-57,44,linens,,20070517130622,19190716,digitised,JA70003000,,1688710,440248.2725,2748.6195000000002,,
58,,1919,Person,1919-58,41,linens,,20070517130609,19190712,digitised,JA70003000,,1688711,410675.1044,2537.5361000000003,,
58,,1919,Person,1919-58,110.60000000000001,linens,,20070517130610,19190715,digitised,JA70003000,,1688712,1106820.8382,4331.8379,,
487,,1919,Person,1919-487,121.2,linens,,20070517130623,19190810,assumed_shape,JA70003000,,1688681,1212518.8015,4849.7508,,
491,,1919,Person,1919-491,680.4,linens,,20070517130622,19190916,assumed_shape,JA70003000,,1688682,6804876.061,10943.8977,,
496,,1919,Person,1919-496,75.3,linens,,20070517130624,19190919,assumed_shape,JA70003000,,1688683,753533.1261,4144.112700000001,,
5,,1919,Person,1919-5,35,linens,,20070517130611,19190522,digitised,JA70003000,,1688684,350053.5544,2137.9866,,
5,,1919,Person,1919-5,167.3,linens,,20070517130616,19190505,digitised,JA70003000,,1688685,1672997.7191,5086.1043,,
5,,1919,Person,1919-5,82.9,linens,,20070517130616,19190506,digitised,JA70003000,,1688686,829987.341,3788.62,,
50,,1919,Person,1919-50,4633.5,linens,,20070517130621,19190717,digitised,JA70003000,,1688687,46335275.2023,42389.9584,,
50,,1919,Lightning,1919-50,1662.9,linens,,20070517130622,19190818,digitised,JA70003000,,1688688,16629245.8946,16166.6085,,
509,,1919,Person,1919-509,78.5,linens,,20070517130612,19190925,digitised,JA70003000,,1688689,785544.409,3540.9027,,
51,,1919,Person,1919-51,16893.5,linens,,20070517130622,19190715,digitised,JA70003000,,1688690,168935187.1561,83728.5267,,
62a,,1919,Person,1919-62a,1729,linens,,20070517130625,19190820,assumed_shape,JA70003000,,1688726,17290475.1226,19923.9833,,
63,,1919,Lightning,1919-63,1094.5,linens,,20070517130609,19190701,digitised,JA70003000,,1688727,10945439.6645,16621.497,,
63,,1919,Person,1919-63,254.1,linens,,20070517130611,19190725,digitised,JA70003000,,1688728,2541618.0633,6119.2016,,
63,,1919,Lightning,1919-63,2225.8,linens,,20070517130619,19190715,digitised,JA70003000,,1688729,22258588.789,22591.8339,,
63,,1919,Person,1919-63,1878.3,linens,,20070517130622,19190721,digitised,JA70003000,,1688730,18783555.0289,18530.2998,,
63,,1919,Person,1919-63,35.5,linens,,20070517130624,19190626,assumed_shape,JA70003000,,1688731,355321.5284,2122.9505,,
63a,,1919,Person,1919-63a,79.8,linens,,20070517130611,19190725,digitised,JA70003000,,1688732,798609.74,3498.9944,,
64,,1919,Person,1919-64,2519.8,linens,,20070517130611,19190816,digitised,JA70003000,,1688733,25198880.7171,21394.8547,,
64,,1919,Person,1919-64,1846.5,linens,,20070517130622,19190721,digitised,JA70003000,,1688734,18465486.3695,23782.3815,,
64,,1919,Person,1919-64,2568.2000000000003,linens,,20070517130622,19190713,digitised,JA70003000,,1688735,25682895.7976,25016.221,,
65,,1919,Person,1919-65,610.2,linens,,20070517130618,19190713,digitised,JA70003000,,1688736,6102144.0525,13669.2386,,
65,,1919,Lightning,1919-65,330.8,linens,,20070517130620,19190716,digitised,JA70003000,,1688737,3308662.6858,8941.7031,,
65,,1919,Person,1919-65,5871.5,linens,,20070517130648,19190809,digitised,JA70003000,,1688738,58715420.1397,69798.4138,,
67,,1919,Person,1919-67,115.2,linens,,20070517130611,19190828,digitised,JA70003000,,1688739,1152980.6208,4403.2833,,
67,,1919,Person,1919-67,51.800000000000004,linens,,20070517130620,19190723,digitised,JA70003000,,1688740,518262.8408,2842.0308,,
68a,,1919,Person,1919-68a,46.5,linens,,20070517130623,19190820,assumed_shape,JA70003000,,1688741,465025.692,3091.7106000000003,,
69,,1919,Lightning,1919-69,4190.5,linens,,20070517130649,19190713,digitised,JA70003000,,1688742,41905087.0873,44194.5887,,
69b,,1919,Person,1919-69b,1053.2,linens,,20070517130615,19190717,digitised,JA70003000,,1688743,10532752.1431,15283.5408,,
7,,1919,Person,1919-7,389.40000000000003,linens,,20070517130616,19190620,digitised,JA70003000,,1688744,3894622.2422,8360.3761,,
70,,1919,Person,1919-70,35.9,linens,,20070517130611,19190811,digitised,JA70003000,,1688745,359929.138,2677.6475,,
59a,,1919,Person,1919-59a,2145.7,linens,,20070517130616,19190718,digitised,JA70003000,,1688718,21457327.472,26028.605199999998,,
6,,1919,Person,1919-6,40.800000000000004,linens,,20070517130617,19190528,digitised,JA70003000,,1688719,408538.8159,2731.6618000000003,,
60,,1919,Person,1919-60,2914.5,linens,,20070517130615,19190721,digitised,JA70003000,,1688720,29145380.3566,24428.728600000002,,
60,,1919,Lightning,1919-60,1903.6000000000001,linens,,20070517130619,19190715,digitised,JA70003000,,1688721,19036698.0595,23431.7997,,
61,,1919,Lightning,1919-61,555.3000000000001,linens,,20070517130619,19190716,digitised,JA70003000,,1688722,5553010.0473,11683.1479,,
